orgao_julgador,turma,numero,classe_sigla,classe,relator,tribunal,data_julgamento,data_juntada,id_documento,possui_ementa,ementa,referencia_legislativa,url,classe_curta,area,materias,subtema,subtemas,incidentes,precisa_llm
Primeira Turma,1ª Turma,0000589-70.2025.5.19.0063,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,9222439,N,"Dispensada, na forma dos arts. 895, §1º, IV, da CLT, e 108, parágrafo único, do Regimento Interno do TRT da 19ª Região (RITO SUMARÍSSIMO). II. Relatório Dispensado nos termos dos arts. 895, §1º, IV, da CLT e 107, §3º, do Regimento Interno do TRT da 19ª Região. III. Fundamentação Admissibilidade 1. Preliminar de admissibilidade. Do conhecimento do recurso. Da gratuidade da justiça O reclamante sustenta em contrarrazões que o recurso do terceiro réu não deve ser conhecido por deserção, pois o pedido de gratuidade da justiça foi indeferido na origem e não houve o recolhimento das custas e do depósito recursal. Ao exame. O pleito de gratuidade de justiça foi renovado em sede recursal, cabendo a este Tribunal Regional reapreciá-lo. A concessão do benefício da gratuidade da justiça na Justiça do Trabalho passou a ser disciplinada de forma mais rigorosa após a Lei 13.467/2017. Para quem recebe acima de 40% do limite máximo dos benefícios do Regime Geral de Previdência Social, exige-se a comprovação de insuficiência de recursos, conforme o artigo 790, parágrafo 4º, da CLT. Essa regra se aplica tanto ao trabalhador quanto ao empregador pessoa natural ou sócio retirante que figure no polo passivo da demanda e demonstre de forma concreta a sua impossibilidade financeira. Na hipótese, a análise detalhada dos documentos trazidos pelo recorrente, em especial a sua declaração de imposto de renda de pessoa física do ano-calendário de 2024 (fls. 324 a 332), revela que ele auferiu rendimentos tributáveis de R$ 33.600,00 e lucros isentos de igual valor da empresa A J Confecções Ltda ME. Embora esses montantes indiquem uma média de retiradas mensais de R$ 2.800,00, a situação financeira atualizada do recorrente demonstra severo comprometimento. Consta dos depoimentos colhidos e do histórico do processo que o recorrente enfrenta sérias dificuldades econômicas decorrentes do colapso da empresa principal. Ele relatou de forma detalhada o endividamento pessoal e a necessidade de contrair empréstimos com amigos para viabilizar um novo e modesto empreendimento familiar, sem garantias bancárias. O cenário de insolvência da pessoa jurídica em que atuava e a execução de dívidas de grande porte comprometeram sua capacidade patrimonial. Exigir do recorrente o pagamento imediato do depósito recursal, que possui valor elevado e finalidade de garantia do juízo, inviabilizaria o acesso ao duplo grau de jurisdição e ao direito de ampla defesa, garantidos na Constituição Federal. A comprovação de insuficiência de recursos para fins de gratuidade de justiça da pessoa natural não exige a miséria absoluta, mas sim a demonstração de que os custos do processo afetarão o sustento pessoal ou familiar. Os dados fiscais e o contexto de endividamento do recorrente suprem essa exigência legal. Dessa forma, defiro ao recorrente os benefícios da gratuidade da justiça, com base no artigo 790, parágrafo 4º, da CLT e artigo 98 do CPC, dispensando-o do recolhimento das custas processuais e do depós",trt19|art_98_cpc|art_10_clt|art_98_clt|art_1_clt|prgf_4_art_790_clt|ri_trt19,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000589-70.2025.5.19.0063?abaSelecionada=acordaos,RO Sumaríssimo,Grupo econômico / sucessão de empregadores,Grupo econômico / sucessão de empregadores|Contribuições previdenciárias e fiscais,,,Gratuidade da justiça (pós-reforma)|Deserção / preparo / depósito recursal|Execução / penhora|Tutela de urgência / liminar,
Primeira Turma,1ª Turma,0000514-55.2025.5.19.0055,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,9216529,N,"Dispensada, na forma dos arts. 895, §1º, IV, da CLT, e 108, parágrafo único, do Regimento Interno do TRT da 19ª Região (RITO SUMARÍSSIMO). II. Relatório Dispensado nos termos dos arts. 895, §1º, IV, da CLT e 107, §3º, do Regimento Interno do TRT da 19ª Região. III. Fundamentação A. Admissibilidade 1. Do não conhecimento do recurso ordinário por ofensa à dialeticidade recursal (arguida em contrarrazões) Em sede de contrarrazões (ID. dfca08c), a reclamada suscita preliminar de não conhecimento do recurso ordinário interposto pela reclamante, sob o argumento de que a peça recursal carece de dialeticidade. Defende que a recorrente limitou-se a reiterar os termos da petição inicial, deixando de impugnar especificamente os fundamentos da sentença de primeiro grau, a qual se amparou nos efeitos da confissão ficta aplicada à autora e nas provas documentais que atestam a prestação de serviços como diarista. Passo ao exame. O princípio da dialeticidade recursal exige que a parte recorrente exponha os motivos de fato e de direito pelos quais se insurge contra a decisão recorrida, atacando de forma direta e simétrica os fundamentos adotados pelo julgador monocrático. Esse entendimento encontra-se consolidado na jurisprudência por meio da Súmula nº 422, inciso III, do Tribunal Superior do Trabalho (TST), aplicável por analogia nos Tribunais Regionais, a qual estabelece que não se conhece do recurso quando as razões forem totalmente dissociadas dos fundamentos da decisão atacada. No caso em análise, verifica-se que, muito embora o recurso ordinário da autora reproduza considerável parte das teses sustentadas na petição inicial e na manifestação de ID. 795ffa3, a recorrente expôs as razões pelas quais entende que a prova documental acostada aos autos seria apta a superar a presunção gerada pela confissão ficta. A peça recursal delimita o inconformismo em relação ao não reconhecimento do vínculo de emprego, combatendo a tese de trabalho autônomo acolhida na sentença. Desse modo, a fundamentação apresentada pela recorrente, ainda que repetitiva ou de técnica jurídica simplificada, revela-se suficiente para permitir a compreensão da controvérsia e o exercício do contraditório pela parte contrária, atendendo aos requisitos mínimos de admissibilidade recursal dispostos no artigo 1.010, incisos II e III, do Código de Processo Civil (CPC), de aplicação subsidiária. Conclusão da admissibilidade Por conseguinte, rejeito a preliminar e conheço do recurso ordinário da reclamante, porquanto preenchidos os pressupostos extrínsecos e intrínsecos de admissibilidade. B. Mérito Recurso da parte a) Da natureza jurídica da relação contratual e da tese de vínculo de emprego doméstico A recorrente busca a reforma do julgado de primeiro grau para que seja reconhecido o vínculo de emprego doméstico no período compreendido entre 13 de janeiro de 2025 e 01 de outubro de 2025. Sustenta que a prestação de serviços preenchia todos os requisitos previstos nos artigos 2º e 3º da CLT, argum",art_1_lc_150_15|iii_sumula_422_tst|lc_150_15|trt19|art_2_clt|adct|art_71_clt|art_3_clt|ri_trt19,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000514-55.2025.5.19.0055?abaSelecionada=acordaos,RO Sumaríssimo,Vínculo de emprego,Vínculo de emprego|Intervalos (intra/interjornada),,,Tutela de urgência / liminar|Revelia / confissão ficta,
Primeira Turma,1ª Turma,0000503-05.2025.5.19.0062,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,9245598,N,"DIREITO DO TRABALHO. DISPENSA POR JUSTA CAUSA. MAU PROCEDIMENTO. GRATUIDADE DE JUSTIÇA. HONORÁRIOS DE SUCUMBÊNCIA. PROVIMENTO PARCIAL. I. Caso em exame 1. Recurso ordinário interposto pelo reclamante contra a sentença de primeiro grau que julgou improcedentes os pedidos formulados em reclamação trabalhista de rito sumaríssimo, mantendo a dispensa por justa causa aplicada pela empregadora com esteio no artigo 482, alínea b, da CLT, bem como indeferindo pretensões de acréscimo salarial, horas extras e danos morais, com imposição de honorários advocatícios sucumbenciais sob condição suspensiva de exigibilidade. II. Questões em discussão 2. A controvérsia recursal consiste em definir: a) se há nulidade na declaração de justa causa decorrente do desvio de uma caçamba de areia pertencente ao patrimônio patronal; b) se resta comprovado o desvio ou acúmulo de funções sob as atividades de almoxarifado; c) se são devidas horas extras com base na impugnação dos registros de ponto; d) se restaram caracterizados danos morais pela acusação de mau comportamento laboral; e e) se é lícita a condenação de beneficiário da justiça gratuita ao pagamento de honorários advocatícios sucumbenciais. III.",prgf_unico_art_456_clt|i_art_927_cpc|b_art_482_clt|i_art_330_cpc|trt19|art_927_ccb|sumula_338_tst|i_art_818_clt|art_186_ccb|art_187_ccb,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000503-05.2025.5.19.0062?abaSelecionada=acordaos,RO Sumaríssimo,Justa causa / modalidade de rescisão,Justa causa / modalidade de rescisão|Horas extras / jornada|Dano moral / existencial,,Horas extras / jornada::Controle de jornada / ônus da prova,Gratuidade da justiça (pós-reforma)|Honorários sucumbenciais|Nulidade / negativa de prestação jurisdicional,
Primeira Turma,1ª Turma,0000310-38.2021.5.19.0059,AP,Agravo de Petição,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,9222358,N,"Ementa. DIREITO PROCESSUAL DO TRABALHO. AGRAVO DE PETIÇÃO. INCIDENTE DE DESCONSIDERAÇÃO DA PERSONALIDADE JURÍDICA. EMPRESA EM RECUPERAÇÃO JUDICIAL. COMPETÊNCIA DA JUSTIÇA DO TRABALHO. TEORIA MAIOR. NECESSIDADE DE COMPROVAÇÃO DE ABUSO DA PERSONALIDADE JURÍDICA. RECURSO PROVIDO. I. CASO EM EXAME 1. Agravo de Petição interposto contra decisão que julgou procedente o Incidente de Desconsideração da Personalidade Jurídica (IDPJ) em face dos sócios de empresa em recuperação judicial. A recorrente arguiu preliminar de sobrestamento pelo Tema 26 do TST e, no mérito, defendeu a incompetência da Justiça do Trabalho, bem como a inaplicabilidade da teoria menor da desconsideração, sustentando a ausência de requisitos para o redirecionamento da execução. II. QUESTÃO EM DISCUSSÃO 2. Há duas questões em discussão: (i) definir se a pendência de julgamento de tema em sede de recurso repetitivo impõe o sobrestamento do feito e se a Justiça do Trabalho é competente para processar IDPJ contra sócios de empresa em recuperação judicial; (ii) estabelecer se a desconsideração da personalidade jurídica em empresas em recuperação judicial exige a comprovação dos requisitos da teoria maior (art. 50 do Código Civil) ou se basta a mera insolvência da devedora (teoria menor). III.",art_137_cpc|art_855_clt|i_art_137_cpc|art_133_cpc|art_50_ccb|art_136_cpc|art_135_cpc|prgf_1_art_50_ccb|trt19|art_818_cpc|prgf_2_art_50_ccb|i_art_818_clt|i_art_373_cpc|art_855_cpc|art_818_clt|i_art_133_cpc|art_134_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000310-38.2021.5.19.0059?abaSelecionada=acordaos,Agravo de Petição,Execução trabalhista,Execução trabalhista,,,Incidente de desconsideração da PJ|Tutela de urgência / liminar|Competência,
Primeira Turma,1ª Turma,0000169-71.2025.5.19.0061,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,9212891,N,"Ementa. DIREITO DO TRABALHO. DIREITO PROCESSUAL DO TRABALHO. RECURSO ORDINÁRIO. JUSTIÇA GRATUITA. ESTABILIDADE PROVISÓRIA. DANOS MATERIAIS. LUCROS CESSANTES. PENSIONAMENTO MENSAL. DANOS MORAIS. HONORÁRIOS ADVOCATÍCIOS. RECURSO ORDINÁRIO PARCIALMENTE PROVIDO. I. CASO EM EXAME 1. Trata-se de recurso ordinário interposto pelo reclamante contra sentença que indeferiu os benefícios da justiça gratuita, a indenização substitutiva da estabilidade provisória acidentária, os lucros cessantes, o pensionamento mensal e majorou os honorários advocatícios sucumbenciais devidos pela reclamada. O Juízo de origem deferiu o pedido de danos morais, fixando a indenização em R$ 12.000,00. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão são: (i) se é devida a concessão dos benefícios da justiça gratuita ao reclamante; (ii) se faz jus o reclamante à indenização substitutiva da estabilidade provisória acidentária; (iii) se são devidos lucros cessantes e pensionamento mensal ao reclamante; (iv) se o quantum arbitrado a título de danos morais deve ser majorado; e (v) qual a responsabilidade do reclamante em relação aos honorários advocatícios sucumbenciais e suas condições de exigibilidade. III.",g_art_223_clt|art_299_cp|prgf_3_art_790_clt|art_5_cf|ii_sumula_378_tst|art_950_cpc|prgf_2_art_99_cpc|art_950_ccb|trt19|prgf_4_art_791_clt|prgf_4_art_790_clt|prgf_3_art_99_cpc|i_sumula_463_tst|sumula_378_tst|prgf_3_art_99_cp,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000169-71.2025.5.19.0061?abaSelecionada=acordaos,Recurso Ordinário,Estabilidade / garantia de emprego,Estabilidade / garantia de emprego|Dano moral / existencial,Outros,Estabilidade / garantia de emprego::Outros,Gratuidade da justiça (pós-reforma)|Honorários sucumbenciais,
Primeira Turma,1ª Turma,0000097-27.2026.5.19.0004,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,9246923,N,"DIREITO DO TRABALHO. RECURSO ORDINÁRIO. DISPENSA POR JUSTA CAUSA. HORAS EXTRAS. INTERVALO INTERJORNADA. FGTS. DANOS MORAIS. DESPROVIMENTO. I. Caso em exame 1. Recurso ordinário interposto pelo reclamante contra sentença que julgou improcedentes os pedidos de reversão da dispensa por justa causa para dispensa imotivada com pagamento de verbas rescisórias correlatas, horas extras, supressão de intervalos legais, depósitos complementares de FGTS do período sem registro de curto prazo e indenização por danos morais. II. Questão em discussão 2. A questão em discussão consiste em definir: a) se a dispensa por justa causa aplicada em decorrência de indisciplina, insubordinação e mau procedimento foi eivada de perdão tácito pela aplicação em dez dias após os fatos e se houve nulidade pela falta de gradação disciplinar anterior; b) se a presunção relativa de ponto decorrente da não juntada dos registros pela reclamada autoriza o reconhecimento de jornada de trabalho manifestamente inverossímil de mais de vinte horas diárias de domingo a domingo; c) se o pagamento direto indenizado de valores do FGTS relativos ao período de vínculo informal obsta nova condenação pecuniária de recolhimento em juízo; e d) se restou caracterizado abalo moral indenizável decorrente da dispensa ou das condições laborais. III.",h_art_482_clt|i_art_62_clt|b_art_482_clt|i_sumula_338_tst|trt19|trt9|art_927_ccb|sumula_338_tst|art_186_ccb,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000097-27.2026.5.19.0004?abaSelecionada=acordaos,Recurso Ordinário,Justa causa / modalidade de rescisão,Justa causa / modalidade de rescisão|Intervalos (intra/interjornada)|Horas extras / jornada|Dano moral / existencial|Verbas rescisórias|FGTS,,Horas extras / jornada::Cargo de confiança / art. 62 (exclusão)|Verbas rescisórias::Outros,Nulidade / negativa de prestação jurisdicional,
Primeira Turma,1ª Turma,0125400-84.2008.5.19.0003,AP,Agravo de Petição,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,8517939,N,"Ementa : DIREITO PROCESSUAL DO TRABALHO. AGRAVO DE PETIÇÃO. EXECUÇÃO. ADMISSIBILIDADE. DELIMITAÇÃO DE VALORES. INEXIGIBILIDADE PARA O EXEQUENTE. MÉRITO. COISA JULGADA. LIBERAÇÃO DE VALORES INCONTROVERSOS APÓS TRÂNSITO EM JULGADO. RECURSO PROVIDO. I. CASO EM EXAME 1. Agravo de petição interposto pelos exequentes contra decisão que indeferiu o levantamento de valores bloqueados via SISBAJUD. O Juízo de origem considerou a execução integralmente satisfeita com base em cálculos de fase executiva anterior (2004-2014), ignorando a existência de uma segunda fase autônoma, referente ao período de 2014 a 2023, cujo montante de R$ 5.712.415,78 já se encontrava acobertado pelo manto da coisa julgada. II. QUESTÃO EM DISCUSSÃO 2. Há duas questões em discussão: (i) definir se o pressuposto de delimitação de valores previsto no art. 897, § 1º, da CLT, é exigível do exequente quando este recorre por discordar da extinção da execução; (ii) estabelecer se a quitação da primeira fase executiva autoriza o indeferimento do levantamento de valores referentes a período posterior (2014-2023), sobre o qual operou a coisa julgada. III.",art_897_clt|art_502_cpc|art_505_cpc|trt19|art_507_cpc|prgf_1_art_897_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0125400-84.2008.5.19.0003?abaSelecionada=acordaos,Agravo de Petição,Execução trabalhista,Execução trabalhista,,,Execução / penhora,
Primeira Turma,1ª Turma,0000285-50.2022.5.19.0007,AP,Agravo de Petição,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,9217122,N,"Ementa. DIREITO PROCESSUAL DO TRABALHO. AGRAVO DE PETIÇÃO. ACOLHIDA A PRELIMINAR DE NULIDADE DA SENTENÇA POR AUSÊNCIA DE FUNDAMENTAÇÃO. AGRAVO DA EXECUTADA PROVIDO. PREJUDICADA A ANÁLISE DO MÉRITOS DOS AGRAVOS DA EXECUTADA E DO EXEQUENTE. I. CASO EM EXAME 1. Trata-se de Agravo de Petição interposto pela executada contra sentença proferida em sede de embargos à execução, que julgou suas alegações. A executada arguiu a nulidade da referida sentença por ausência de fundamentação e falta de correlação com as matérias deduzidas em sua manifestação de embargos, as quais incluíam a preliminar de inexistência de homologação dos cálculos, ausência de dedução de horas extras pagas no TRCT, inclusão de reflexos de horas extras com adicional de 60% em verbas rescisórias, ausência de limitação do adicional noturno decorrente da prorrogação noturna após as 05:00 horas à data da Reforma Trabalhista, e ocorrência de erros e excessos na apuração aritmética das horas extras. II. QUESTÃO EM DISCUSSÃO 2. A questão em discussão consiste em saber se a sentença de embargos à execução é nula por ausência de fundamentação e incongruência, visto que o magistrado de primeiro grau proferiu decisão baseada em matérias e parcelas fáticas e de direito totalmente estranhas aos limites da execução e que sequer foram objeto de condenação na fase de conhecimento, não compondo o título executivo judicial. III.",art_15_clt|art_15_cpc|prgf_1_art_489_cpc|trt19|art_769_clt|prgf_1_art_489_clt|art_880_clt|art_769_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000285-50.2022.5.19.0007?abaSelecionada=acordaos,Agravo de Petição,Adicionais (insalubridade / periculosidade / noturno),Adicionais (insalubridade / periculosidade / noturno)|Horas extras / jornada|Verbas rescisórias|Execução trabalhista,Adicional noturno,Adicionais (insalubridade / periculosidade / noturno)::Adicional noturno|Horas extras / jornada::Outros|Verbas rescisórias::Outros,Nulidade / negativa de prestação jurisdicional|Execução / penhora|Tutela de urgência / liminar,
Primeira Turma,1ª Turma,0001694-53.2025.5.19.0008,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,9246559,N,"RECURSO ORDINÁRIO. ADICIONAL DE INSALUBRIDADE. INDEFERIMENTO DE PERÍCIA TÉCNICA E DE PROVA TESTEMUNHAL. CARACTERIZAÇÃO DE CERCEAMENTO DE DEFESA. NULIDADE PROCESSUAL CARACTERIZADA. RETORNO DOS AUTOS À ORIGEM PARA REALIZAÇÃO DE PROVA PERICIAL OBRIGATÓRIA. PROVIMENTO. I. Caso em exame 1. Trata-se de recurso ordinário interposto pelo reclamante Cícero Ferreira da Silva contra a r. sentença de primeiro grau que julgou improcedentes os pedidos de pagamento de adicional de insalubridade em grau máximo, de rescisão indireta e de indenização por danos morais (Id bcf6f88, fls. 342/344). O juízo de primeiro grau encerrou prematuramente a instrução processual na audiência telepresencial, indeferindo expressamente a realização de perícia técnica para apuração de insalubridade e dispensando a oitiva de testemunhas de forma sumária, sob protesto oportuno da parte autora (Id 0d15dc4, fls. 303/304). II. Questão em discussão 2. A questão em discussão consiste em definir se a dispensa da prova técnica pericial e testemunhal para apuração de insalubridade, com fundamento exclusivo em convicções e impressões pessoais do julgador de origem sobre o fluxo de banheiros em edifícios comerciais de escritórios, caracteriza cerceamento do direito de defesa e viola as garantias constitucionais do devido processo legal. III.",prgf_2_art_195_clt|lv_art_5_cf|trt19,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0001694-53.2025.5.19.0008?abaSelecionada=acordaos,RO Sumaríssimo,Justa causa / modalidade de rescisão,Justa causa / modalidade de rescisão|Adicionais (insalubridade / periculosidade / noturno)|Dano moral / existencial,,Adicionais (insalubridade / periculosidade / noturno)::Insalubridade,Cerceamento de defesa / prova,
Primeira Turma,1ª Turma,0001157-69.2025.5.19.0004,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,9236753,N,"Ementa: DIREITO DO TRABALHO. RECURSO ORDINÁRIO. PRESCRIÇÃO. COVID-19. LEI Nº 14.010/2020. ADICIONAL POR TEMPO DE SERVIÇO (ATS). PRESCRIÇÃO PARCIAL. VERBA DE REPRESENTAÇÃO. NATUREZA SALARIAL. ISONOMIA. PARTICIPAÇÃO NOS LUCROS E RESULTADOS (PLR). ÔNUS DA PROVA. JUSTIÇA GRATUITA. HONORÁRIOS ADVOCATÍCIOS. SUSPENSÃO DE EXIGIBILIDADE. RECURSO NÃO PROVIDO. I. CASO EM EXAME 1. Recurso Ordinário interposto pela instituição bancária reclamada em face de sentença que julgou parcialmente procedentes os pedidos de diferenças de ATS, verba de representação, diferenças de PLR, além de conceder os benefícios da justiça gratuita ao autor. O recorrente questiona a aplicação da Lei nº 14.010/2020 à prescrição quinquenal, a natureza jurídica da verba de representação, o ônus da prova quanto à PLR e a suspensão da exigibilidade de honorários advocatícios do beneficiário da justiça gratuita. II. QUESTÃO EM DISCUSSÃO 2. Há seis questões em discussão: (i) definir se o artigo 3º da Lei nº 14.010/2020 suspende a prescrição quinquenal trabalhista; (ii) determinar se a supressão de anuênios atrai a prescrição total (Súmula 294/TST); (iii) estabelecer se o pagamento arbitrário de ""verba de representação"" viola o princípio da isonomia e possui natureza salarial; (iv) definir se a verba de representação integra a base de cálculo da gratificação de função; (v) estabelecer o ônus da prova quanto ao pagamento da PLR; (vi) verificar a constitucionalidade da suspensão da exigibilidade de honorários de sucumbência de beneficiário da justiça gratuita. III.",prgf_3_art_790_clt|prgf_2_art_224_clt|sumula_294_tst|art_11_cf|trt19|prgf_1_art_818_clt|art_461_clt|i_art_818_clt|prgf_1_art_8_clt|prgf_4_art_790_clt|prgf_4_art_791_clt|prgf_3_art_99_cpc|prgf_1_art_457_clt|prgf_1_art_373_cpc|art_11_clt|prgf_4_art_99_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0001157-69.2025.5.19.0004?abaSelecionada=acordaos,Recurso Ordinário,Equiparação / desvio e acúmulo de função,Equiparação / desvio e acúmulo de função|Salário e diferenças salariais,,,Gratuidade da justiça (pós-reforma)|Honorários sucumbenciais|Prescrição (bienal/quinquenal/intercorrente)|Cerceamento de defesa / prova,
Primeira Turma,1ª Turma,0001631-46.2025.5.19.0002,RORSum,Recurso Ordinário - Rito Sumaríssimo,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,9119582,N,"DIREITO DO TRABALHO. RECURSO ORDINÁRIO. VÍNCULO DE EMPREGO. AUXILIAR DE SALA. CONFISSÃO REAL. SALÁRIO MÍNIMO PROPORCIONAL. PROVIMENTO PARCIAL. I. CASO EM EXAME 1. Recurso Ordinário interposto pela reclamante em face de sentença que julgou improcedente o pedido de reconhecimento de vínculo de emprego com instituição de ensino. A autora alega que, na função de auxiliar de sala, laborava com subordinação, habitualidade e pessoalidade, percebendo remuneração inferior ao salário mínimo. A ré sustenta a natureza autônoma da prestação de serviços, amparada em contrato escrito. II. QUESTÃO EM DISCUSSÃO 2. A questão em discussão consiste em saber: a) se a prova oral produzida, notadamente o depoimento da preposta da ré, é suficiente para descaracterizar a natureza autônoma do contrato e configurar o liame empregatício; b) se é devido o salário mínimo integral ou proporcional à jornada de 20 horas semanais confessada pela autora; c) quais multas celetistas são incidentes diante do reconhecimento judicial do vínculo. III.",art_467_clt|ii_sumula_389_tst|sumula_462_tst|trt19|art_2_clt|art_791_clt|art_477_clt|art_3_clt|art_58_clt|prgf_8_art_477_clt|sumula_212_tst,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0001631-46.2025.5.19.0002?abaSelecionada=acordaos,RO Sumaríssimo,Vínculo de emprego,Vínculo de emprego|Horas extras / jornada|Verbas rescisórias,,Horas extras / jornada::Outros|Verbas rescisórias::Multa do art. 467 (verbas incontroversas),,
Primeira Turma,1ª Turma,0000033-30.2025.5.19.0011,ROT,Recurso Ordinário Trabalhista,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,9236768,N,"Ementa : DIREITO DO TRABALHO. RECURSO ORDINÁRIO. CARGO DE GESTÃO. ARTIGO 62, II, DA CLT. REQUISITOS NÃO PREENCHIDOS. JORNADA DE TRABALHO. ÔNUS DA PROVA. SÚMULA 338 DO TST. LIQUIDAÇÃO DE SENTENÇA. VALORES ESTIMATIVOS. RECURSO PARCIALMENTE PROVIDO. I. CASO EM EXAME 1. Recurso Ordinário interposto pela reclamada em face de sentença que reconheceu o direito do reclamante ao regime geral de jornada de trabalho, condenando-a ao pagamento de horas extras, sob o fundamento de não enquadramento na exceção do artigo 62, II, da CLT. A recorrente insurge-se contra o afastamento da referida exceção, a jornada fixada e a imediata liquidação do valor da condenação. II. QUESTÃO EM DISCUSSÃO 2. Há três questões em discussão: (i) definir se o reclamante exercia cargo de gestão com fidúcia especial, nos termos do art. 62, II, da CLT; (ii) estabelecer se a ausência de cartões de ponto justifica o acolhimento da jornada declinada na inicial (Súmula 338/TST); (iii) determinar se os valores indicados na petição inicial, sendo meramente estimativos, permitem a imediata liquidação por arbitramento ou se exigem remessa à fase própria de liquidação de sentença. III.",art_341_cpc|trt19|sumula_338_tst|prgf_unico_art_62_clt|ii_art_62_clt|prgf_2_art_74_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000033-30.2025.5.19.0011?abaSelecionada=acordaos,Recurso Ordinário,Horas extras / jornada,Horas extras / jornada|Execução trabalhista,Cargo de confiança / art. 62 (exclusão),Horas extras / jornada::Cargo de confiança / art. 62 (exclusão),,
Primeira Turma,1ª Turma,0000220-10.2021.5.19.0001,AP,Agravo de Petição,VANDA MARIA FERREIRA LUSTOSA,TRT19,16/06/2026,17/06/2026,9132124,N,"Ementa: DIREITO PROCESSUAL DO TRABALHO. AGRAVO DE PETIÇÃO. EXECUÇÃO DE TÍTULO JUDICIAL. DEVOLUÇÃO DE VALORES PAGOS A MAIOR. INADEQUAÇÃO DA VIA ELEITA. PROVIMENTO PARCIAL. I. CASO EM EXAME 1. Agravo de Petição interposto pelo Sindicato dos Bancários e Financiários de Alagoas, na qualidade de substituto processual, em face da decisão do Juízo da 1ª Vara do Trabalho de Maceió/AL que, em sede de execução, julgou improcedente a Impugnação aos Cálculos e determinou a devolução de valores supostamente pagos a maior às sucessoras do ""de cujus"". II. QUESTÕES EM DISCUSSÃO 2. Há duas questões em discussão: (i) definir se houve nulidade processual por cerceamento de defesa e decisão surpresa; (ii) determinar se a devolução de valores pagos a maior pode ser processada nos próprios autos da execução. III.",art_10_cpc|trt19|trt9|i_art_494_cpc|art_9_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000220-10.2021.5.19.0001?abaSelecionada=acordaos,Agravo de Petição,Execução trabalhista,Execução trabalhista,,,Cerceamento de defesa / prova|Nulidade / negativa de prestação jurisdicional,
