orgao_julgador,turma,numero,classe_sigla,classe,relator,tribunal,data_julgamento,data_juntada,id_documento,possui_ementa,ementa,referencia_legislativa,url,classe_curta,area,materias,subtema,subtemas,incidentes,precisa_llm
Segunda Turma,2ª Turma,0000380-28.2025.5.19.0055,ROT,Recurso Ordinário Trabalhista,LAERTE NEVES DE SOUZA,TRT19,09/06/2026,12/06/2026,9120637,N,"Ementa . DIREITO DO TRABALHO. ADICIONAL DE INSALUBRIDADE. HONORÁRIOS SUCUMBENCIAIS. RECURSO ORDINÁRIO. NÃO PROVIMENTO. I. CASO EM EXAME 1. Recurso Ordinário interposto por reclamantes em face da sentença que julgou improcedentes os pedidos formulados em reclamação trabalhista, buscando a reforma da decisão quanto ao adicional de insalubridade e aos honorários sucumbenciais. II. QUESTÕES EM DISCUSSÃO 2. Há duas questões em discussão: (i) determinar se o manuseio de papéis térmicos contendo Bisfenol A (BPA) e Bisfenol S (BPS) enseja o pagamento de adicional de insalubridade; (ii) definir se a condenação dos reclamantes, beneficiários da justiça gratuita, ao pagamento de honorários advocatícios sucumbenciais é cabível. III.",ri_trt9|prgf_2_art_102_cf|art_190_clt|art_190_cf|art_927_cf|prgf_4_art_791_cpc|prgf_2_art_102_cpc|prgf_2_art_791_clt|trt19|prgf_2_art_894_clt|prgf_4_art_791_clt|art_927_cpc|prgf_4_art_927_cpc|trt9,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000380-28.2025.5.19.0055?abaSelecionada=acordaos,Recurso Ordinário,Adicionais (insalubridade / periculosidade / noturno),Adicionais (insalubridade / periculosidade / noturno),Insalubridade,Adicionais (insalubridade / periculosidade / noturno)::Insalubridade,Gratuidade da justiça (pós-reforma)|Honorários sucumbenciais,
Segunda Turma,2ª Turma,0000303-94.2024.5.19.0009,ROT,Recurso Ordinário Trabalhista,LAERTE NEVES DE SOUZA,TRT19,09/06/2026,12/06/2026,9167456,N,"DIREITO DO TRABALHO. RECURSO ORDINÁRIO. PRESCRIÇÃO QUINQUENAL. SUSPENSÃO. LEI Nº 14.010/2020. TEMA 46 IRR/TST. ACÚMULO DE FUNÇÃO. ATIVIDADES COMPATÍVEIS. PODER DIRETIVO. DANO MORAL. ASSÉDIO MORAL. AUSÊNCIA DE PROVA. DOENÇA OCUPACIONAL. INEXISTÊNCIA DE NEXO CAUSAL. HONORÁRIOS DE SUCUMBÊNCIA. REDUÇÃO. RECURSO PARCIALMENTE PROVIDO. I. CASO EM EXAME 1. Recurso ordinário interposto pela reclamante em face de sentença que indeferiu pedidos de pagamento de acréscimo salarial por acúmulo de função, indenização por danos morais decorrentes de assédio e doença ocupacional, além de pronunciar a prescrição e condenar a autora em honorários sucumbenciais. A recorrente pretende a aplicação da suspensão do prazo prescricional prevista na Lei nº 14.010/2020, o reconhecimento do acúmulo de função, a reforma da decisão sobre danos morais e a revisão da condenação em honorários advocatícios. II. QUESTÃO EM DISCUSSÃO 2. Há cinco questões em discussão: (i) definir se o período de suspensão da Lei nº 14.010/2020 deve ser aplicado à prescrição quinquenal trabalhista; (ii) estabelecer se as atividades de ""Fiscal"" e ""Entrega/Retirada"" acumuladas pela ""Atendente de Loja"" configuram acúmulo de função passível de adicional salarial; (iii) determinar se houve assédio moral capaz de ensejar reparação civil; (iv) aferir a existência de nexo causal entre o trabalho e o quadro de Ansiedade Generalizada alegado; (v) decidir sobre a manutenção ou redução dos honorários de sucumbência devidos pela parte beneficiária da justiça gratuita. III.",caput_art_791_clt|prgf_unico_art_456_clt|art_791_clt|xxix_art_7_cf|trt19|prgf_4_art_791_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000303-94.2024.5.19.0009?abaSelecionada=acordaos,Recurso Ordinário,Doença ocupacional / acidente de trabalho,Doença ocupacional / acidente de trabalho|Equiparação / desvio e acúmulo de função|Dano moral / existencial,,,Gratuidade da justiça (pós-reforma)|Honorários sucumbenciais|Prescrição (bienal/quinquenal/intercorrente),
Segunda Turma,2ª Turma,0000132-44.2025.5.19.0061,ROT,Recurso Ordinário Trabalhista,LAERTE NEVES DE SOUZA,TRT19,09/06/2026,12/06/2026,9223325,N,". DIREITO DO TRABALHO. RECURSO ORDINÁRIO. NATUREZA SALARIAL DE PRÊMIOS. HABITUALIDADE E AUSÊNCIA DE VINCULAÇÃO A DESEMPENHO EXCEPCIONAL. HORAS EXTRAS. DIFERENÇAS EVIDENCIADAS POR CONFRONTO DOCUMENTAL. INTERVALO INTRAJORNADA. SUPRESSÃO PARCIAL. RECURSO NÃO PROVIDO. I. CASO EM EXAME 1.Recurso Ordinário interposto pela reclamada contra sentença que julgou parcialmente procedentes os pedidos de integração salarial de parcelas denominadas ""prêmios"", pagamento de horas extras, reflexos e indenização por supressão de intervalo intrajornada, sob o fundamento de irregularidade documental e natureza remuneratória das rubricas pagas. II. QUESTÃO EM DISCUSSÃO 2. Há duas questões em discussão: (i) definir se as parcelas denominadas ""prêmios"" possuem natureza salarial ante a alegação de habitualidade e ausência de vinculação a desempenho individual extraordinário; (ii) estabelecer se a condenação em horas extras e o pagamento de indenização por supressão de intervalo intrajornada são devidos diante do confronto entre controles de ponto e recibos de pagamento. III.",prgf_2_art_457_clt|prgf_1_art_9_clt|prgf_1_art_9_cpc|art_9_clt|prgf_1_art_58_clt|trt9|_art_71_clt|prgf_4_art_9_clt|art_43_ri_trt9|caput_art_71_cpc|trt19|caput_art_9_clt|_art_9_clt|prgf_4_art_71_cpc|prgf_4_art_71_clt|_art_71_cpc|prgf_1_art_71_clt|prgf_1_art_71_cpc|prgf_2_art_71_cpc|prgf_1_art_457_clt|prgf_4_art_9_cpc|caput_art_71_clt|prgf_2_art_71_clt|_art_9_cpc|art_374_cpc|caput_art_9_cpc|prgf_2_art_9_clt|prgf_2_art_9_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000132-44.2025.5.19.0061?abaSelecionada=acordaos,Recurso Ordinário,Vínculo de emprego,Vínculo de emprego|Intervalos (intra/interjornada)|Horas extras / jornada|Salário e diferenças salariais,,Horas extras / jornada::Outros,,
Segunda Turma,2ª Turma,0000092-30.2025.5.19.0007,ROT,Recurso Ordinário Trabalhista,LAERTE NEVES DE SOUZA,TRT19,09/06/2026,12/06/2026,9087165,N,"DIREITO PROCESSUAL DO TRABALHO. RECURSO ORDINÁRIO. INDENIZAÇÃO POR DANO MORAL. ATRASO NO PAGAMENTO DE SALÁRIOS. MAJORAÇÃO. MULTA DO ART. 477, § 8º, DA CLT. BASE DE CÁLCULO. I. CASO EM EXAME. Trata-se de Recursos Ordinários interpostos em face da sentença proferida pelo juízo da 7ª Vara do Trabalho de Maceió/AL, que julgou parcialmente procedentes os pedidos formulados nesta ação trabalhista. A reclamante busca a reforma da sentença para majorar a indenização por dano moral, decorrentes do atraso reiterado no pagamento de salários e verbas rescisórias, e a majoração da base de cálculo da multa do artigo 477, § 8º, da CLT. II. QUESTÃO EM DISCUSSÃO. 2. A questão em discussão consiste em (i) majorar a indenização por danos morais decorrente do atraso no pagamento de salários; e (ii) majorar a base de cálculo da multa do art. 477, § 8º, da CLT. III.",art_1_cf|sumula_463_tst|prgf_7_art_99_cpc|prgf_10_art_899_clt|iv_art_932_cpc|art_899_clt|art_806_clt|trt9|art_43_ri_trt9|art_806_cpc|prgf_unico_art_944_ccb|art_477_clt|prgf_4_art_790_clt|trt19|art_932_cpc|art_899_cpc|prgf_8_art_477_clt|art_467_clt|prgf_8_art_477_cf|prgf_10_art_899_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000092-30.2025.5.19.0007?abaSelecionada=acordaos,Recurso Ordinário,Dano moral / existencial,Dano moral / existencial|Verbas rescisórias,,Verbas rescisórias::Multa do art. 477 (atraso na quitação),Deserção / preparo / depósito recursal,
Segunda Turma,2ª Turma,0000033-45.2025.5.19.0006,ROT,Recurso Ordinário Trabalhista,LAERTE NEVES DE SOUZA,TRT19,09/06/2026,12/06/2026,9139150,N,". DIREITO DO TRABALHO. DIREITO PROCESSUAL DO TRABALHO. RECURSO ORDINÁRIO. MULTA POR EMBARGOS PROTELATÓRIOS. RESPONSABILIDADE SUBSIDIÁRIA DO ENTE PÚBLICO. TEMA 1118 DO STF. RECURSO ORDINÁRIO PROVIDO. I. CASO EM EXAME 1. Trata-se de recurso ordinário interposto pela UNIVERSIDADE DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL contra sentença que reconheceu sua responsabilidade subsidiária pelos débitos trabalhistas e a condenou em multa por embargos protelatórios e honorários advocatícios sucumbenciais. A recorrente sustenta a inexistência de provas para sua responsabilização subsidiária, a impossibilidade de condenação automática e a necessidade de comprovação de culpa, conforme Tese de Repercussão Geral nº 1118 do STF. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão são: (i) a exclusão da multa por embargos protelatórios; (ii) a reforma da sentença quanto ao reconhecimento da responsabilidade subsidiária do ente público à luz do Tema 1118 do STF; e (iii) a revogação da condenação em honorários advocatícios sucumbenciais em decorrência do provimento do apelo principal. III.",art_43_ri_trt9|art_818_clt|v_sumula_331_tst|sumula_331_tst|trt19|trt9,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000033-45.2025.5.19.0006?abaSelecionada=acordaos,Recurso Ordinário,Terceirização / responsabilidade subsidiária,Terceirização / responsabilidade subsidiária,,,Honorários sucumbenciais,
Segunda Turma,2ª Turma,0000978-63.2024.5.19.0007,ROT,Recurso Ordinário Trabalhista,ANNE HELENA FISCHER INOJOSA,TRT19,11/06/2026,12/06/2026,9009169,N,"DIREITO DO TRABALHO. AÇÃO. NULIDADE DE DISPENSA. DOENÇA OCUPACIONAL. REFORMA DA SENTENÇA. I. CASO EM EXAME 1. Recurso Ordinário interposto pela empresa, em face da sentença que declarou a nulidade da dispensa de uma empregada, sob o fundamento de que a trabalhadora, portadora de doença ocupacional reconhecida judicialmente, encontrava-se inapta para o trabalho no momento de seu desligamento, bem como a condenação em indenização por danos morais, multa por litigância de má-fé e astreintes. II. QUESTÃO EM DISCUSSÃO 2. Há 4 questões em discussão: (i) definir a validade da dispensa imotivada da trabalhadora; (ii) estabelecer o cabimento de indenização por danos morais; (iii) determinar a aplicação de multa por litigância de má-fé e astreintes; (iv) definir sobre os honorários sucumbenciais. III.",ri_trt9|b_art_793_clt|prgf_19_art_11_ri_trt9|art_791_clt|prgf_6_art_11_ri_trt9|prgf_4_art_791_cpc|trt19|b_art_793_cpc|prgf_4_art_791_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000978-63.2024.5.19.0007?abaSelecionada=acordaos,Recurso Ordinário,Doença ocupacional / acidente de trabalho,Doença ocupacional / acidente de trabalho|Dano moral / existencial,,,Honorários sucumbenciais|Nulidade / negativa de prestação jurisdicional|Litigância de má-fé,
Segunda Turma,2ª Turma,0000373-18.2025.5.19.0061,ROT,Recurso Ordinário Trabalhista,ROBERTO RICARDO GUIMARAES GOUVEIA,TRT19,11/06/2026,12/06/2026,9226047,N,"DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO. EMBARGOS DE DECLARAÇÃO. EQUIPARAÇÃO SALARIAL. VALE-TRANSPORTE. AUSÊNCIA DE VÍCIOS DE FUNDAMENTAÇÃO. REJEIÇÃO. I. CASO EM EXAME Embargos de Declaração opostos por empresa reclamada em face de acórdão que manteve a condenação ao pagamento de diferenças salariais por equiparação e indenização substitutiva de vale-transporte. A embargante alega omissão na análise do conjunto probatório quanto à equiparação salarial e contradição sobre a natureza do deslocamento do reclamante, por utilizar veículo próprio. II. QUESTÃO EM DISCUSSÃO Há duas questões em discussão: (I) definir se o acórdão incorreu em omissão ou contradição aptas a justificar a integração do julgado nos termos do art. 897-A da CLT; e, (II) determinar se a pretensão da embargante constitui via adequada para a reanálise de fatos e provas ou mera rediscussão do mérito. III.",art_1_clt|iii_sumula_297_tst|art_1_cpc|prgf_6_art_11_ri_trt9|prgf_7_art_11_ri_trt9|art_897_clt|trt19|sumula_297_tst|art_897_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000373-18.2025.5.19.0061?abaSelecionada=acordaos,Recurso Ordinário,Equiparação / desvio e acúmulo de função,Equiparação / desvio e acúmulo de função|Salário e diferenças salariais,,,Embargos de declaração / omissão,
Segunda Turma,2ª Turma,0000306-30.2025.5.19.0004,ROT,Recurso Ordinário Trabalhista,ROBERTO RICARDO GUIMARAES GOUVEIA,TRT19,11/06/2026,12/06/2026,9225619,N,"DIREITO DO TRABALHO. EMBARGOS DE DECLARAÇÃO EM RECURSO ORDINÁRIO. OMISSÃO. CONTRADIÇÃO. INEXISTÊNCIA. REDISCUSSÃO DE MÉRITO. REJEIÇÃO. I. CASO EM EXAME Embargos de Declaração opostos pela reclamada em face de acórdão que não conheceu do recurso ordinário por deserção e manteve o reconhecimento de grupo econômico, o enquadramento sindical e as verbas deferidas. A embargante alega omissão quanto à possibilidade de regularização do preparo recursal, contradição quanto à aplicação de normas coletivas, insurgência sobre a caracterização de grupo econômico e necessidade de aplicação das Súmulas 239 e 340 do TST, buscando, em última análise, a reforma do julgado e o prequestionamento da matéria. II. QUESTÃO EM DISCUSSÃO A questão em discussão consiste em definir se o acórdão embargado padece de vícios de omissão ou contradição capazes de autorizar a integração do julgado, ou se a pretensão da embargante restringe-se à rediscussão do mérito e à revisão da prova. III.",i_art_374_cpc|art_1_clt|sumula_340_tst|prgf_6_art_11_ri_trt9|prgf_7_art_11_ri_trt9|art_897_clt|trt19|sumula_239_tst|sumula_297_tst|art_897_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000306-30.2025.5.19.0004?abaSelecionada=acordaos,Recurso Ordinário,Grupo econômico / sucessão de empregadores,Grupo econômico / sucessão de empregadores,,,Deserção / preparo / depósito recursal|Embargos de declaração / omissão,
Segunda Turma,2ª Turma,0000623-10.2025.5.19.0010,ROT,Recurso Ordinário Trabalhista,ROBERTO RICARDO GUIMARAES GOUVEIA,TRT19,11/06/2026,12/06/2026,9226208,N,"DIREITO DO TRABALHO. EMBARGOS DE DECLARAÇÃO. COMISSÕES. ESTORNO. TROCA OU CANCELAMENTO DE MERCADORIAS. I. CASO EM EXAME 1. Embargos de declaração opostos pela reclamada contra acórdão que condenou ao pagamento de diferenças de comissões, entendendo que o estorno de valores em razão de cancelamento ou troca de mercadorias não era permitido. A embargante alega omissão quanto à distinção entre operações de cancelamento e troca, bem como sobre a situação de troca realizada por vendedor diverso do original. Aponta, ainda, obscuridade na metodologia de cálculo. II. QUESTÃO EM DISCUSSÃO 2. As questões em discussão consistem em: (I) saber se o acórdão embargado foi omisso ao não distinguir, para fins de comissão, as operações de cancelamento e de troca de mercadorias, bem como a hipótese de troca por vendedor diverso do original; e, (II) saber se há obscuridade na metodologia de cálculo de diferenças de comissões e no exemplo prático apresentado no acórdão. III.",prgf_7_art_11_ri_trt9|prgf_6_art_11_ri_trt9|art_2_clt|trt19,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000623-10.2025.5.19.0010?abaSelecionada=acordaos,Recurso Ordinário,Salário e diferenças salariais,Salário e diferenças salariais,,,Embargos de declaração / omissão,
Segunda Turma,2ª Turma,0000219-06.2025.5.19.0059,ROT,Recurso Ordinário Trabalhista,ROBERTO RICARDO GUIMARAES GOUVEIA,TRT19,11/06/2026,12/06/2026,9084680,N,"DIREITO DO TRABALHO. EMBARGOS DE DECLARAÇÃO EM RECURSO ORDINÁRIO. ERRO MATERIAL. DESERÇÃO. COTA DE APRENDIZAGEM. DESCUMPRIMENTO. ACORDO JUDICIAL. INEFICÁCIA. REVISÃO. ASTREINTES. MANUTENÇÃO. I. CASO EM EXAME 1. Embargos de declaração opostos pela reclamada em face de acórdão que havia declarado a sua deserção por ausência de comprovação do depósito recursal. A embargante alega a ocorrência de erro material na análise da prova de recolhimento. No mérito, o recurso ordinário buscava a improcedência do pedido autoral de cumprimento da cota de aprendizagem, com a reforma da sentença que declarou a ineficácia de acordo judicial anterior e determinou o restabelecimento da cota legal, ou, subsidiariamente, a redução das astreintes. II. QUESTÕES EM DISCUSSÃO 2. As questões em discussão consistem em: (I) analisar a ocorrência de erro material no acórdão quanto à deserção do recurso ordinário; (II) verificar se o acordo judicial homologado em Ação Civil Pública anterior para o cumprimento da cota de aprendizagem deve ser mantido ou revisto em face do descumprimento pela empresa e da alteração do contexto fático e jurídico; e, (III) ponderar sobre a adequação do valor arbitrado para as astreintes. III.",art_537_cpc|art_1_clt|art_769_cpc|i_art_505_cpc|prgf_2_art_10_clt|prgf_1_art_897_clt|trt9|art_769_clt|art_899_cpc|prgf_6_art_11_ri_trt9|prgf_7_art_11_ri_trt9|art_897_clt|trt19|art_429_clt|art_899_clt|art_429_cpc|caput_art_429_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000219-06.2025.5.19.0059?abaSelecionada=acordaos,Recurso Ordinário,Grupo econômico / sucessão de empregadores,Grupo econômico / sucessão de empregadores,,,Deserção / preparo / depósito recursal|Embargos de declaração / omissão,
Segunda Turma,2ª Turma,0000181-06.2025.5.19.0055,ROT,Recurso Ordinário Trabalhista,ANNE HELENA FISCHER INOJOSA,TRT19,09/06/2026,12/06/2026,9196957,N,"DIREITO DO TRABALHO. RESPONSABILIDADE SUBSIDIÁRIA. TERCEIRIZAÇÃO. DANOS MORAIS. BENEFÍCIOS DA JUSTIÇA GRATUITA. I. Caso em exame Recurso ordinário interposto pela segunda reclamada (tomadora de serviços) contra a sentença que a condenou subsidiariamente ao pagamento de verbas trabalhistas, rescisórias, FGTS + 40%, multa do art. 477 da CLT e indenização por danos morais. Alega a recorrente a inexistência de responsabilidade subsidiária, a ausência de culpa patronal quanto aos danos morais e questiona o deferimento dos benefícios da justiça gratuita ao reclamante. II. Questão em discussão 2. Verificar a extensão da responsabilidade subsidiária da tomadora de serviços em face de inadimplemento da prestadora. 3. Analisar a responsabilidade da tomadora pela indenização por danos morais decorrentes de concausa laboral para agravamento de patologias degenerativas. 4. Avaliar a concessão dos benefícios da justiça gratuita ao reclamante. III.",art_9_cp|art_3_cpc|prgf_3_art_27_ri_trt9|prgf_19_art_11_ri_trt9|art_477_clt|prgf_6_art_11_ri_trt9|art_299_cp|sumula_331_tst|vi_sumula_331_tst|prgf_2_art_99_cpc|c_art_896_clt|trt19|iv_sumula_331_tst|art_790_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000181-06.2025.5.19.0055?abaSelecionada=acordaos,Recurso Ordinário,Doença ocupacional / acidente de trabalho,Doença ocupacional / acidente de trabalho|Terceirização / responsabilidade subsidiária|Dano moral / existencial|Verbas rescisórias|FGTS,,Verbas rescisórias::Outros,Gratuidade da justiça (pós-reforma),
Segunda Turma,2ª Turma,0000310-87.2025.5.19.0062,ROT,Recurso Ordinário Trabalhista,ANNE HELENA FISCHER INOJOSA,TRT19,11/06/2026,12/06/2026,8924041,N,"RECURSO ORDINÁRIO. DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO. RECLAMAÇÃO TRABALHISTA. TRABALHO EM REGIME DE ESCALA 5X1. DESCANSO SEMANAL REMUNERADO. ATIVIDADE AGROINDUSTRIAL. USINA DE AÇÚCAR E ÁLCOOL. AUTORIZAÇÃO PERMANENTE PARA TRABALHO AOS DOMINGOS. LEGISLAÇÃO ESPECÍFICA. REFORMA DA SENTENÇA. PROVIMENTO DO RECURSO DA RECLAMADA. Caso em exame Trata-se de Recursos Ordinários interpostos pela Empresa Reclamada e pelo Trabalhador Reclamante contra a sentença (ID c13a574) que julgou parcialmente procedentes os pedidos formulados na Reclamação Trabalhista. A decisão de primeiro grau condenou a empresa ao pagamento em dobro dos domingos trabalhados que não coincidiram com a folga semanal a cada três semanas, com base em aplicação analógica da lei aplicável ao comércio. A Reclamada busca a reforma total da sentença para julgar a ação improcedente, enquanto o Reclamante recorre apenas para corrigir suposto erro material nos cálculos de liquidação, pleiteando a majoração do valor da condenação. Questão em discussão As questões centrais a serem decididas são: a) A validade da condenação ao pagamento em dobro dos domingos trabalhados por empregado de usina de açúcar e álcool, submetido à escala 5x1, considerando a existência de legislação específica que autoriza o funcionamento contínuo dessa atividade. b) A aplicabilidade, por analogia, da regra destinada aos comerciários (Lei nº 10.101/2000), que exige folga dominical a cada três semanas, a um setor industrial com regulamentação própria. c) Subsidiariamente, caso mantida a condenação, a análise do recurso do Reclamante sobre a correção dos cálculos de liquidação.",sumula_146_tst|prgf_19_art_11_ri_trt9|prgf_5_art_97_cpc|prgf_5_art_97_ri_trt9|prgf_6_art_11_ri_trt9|art_67_cf|trt19|prgf_3_art_941_cpc|prgf_4_art_791_clt|art_790_clt|xv_art_7_cf|lei_605_49,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000310-87.2025.5.19.0062?abaSelecionada=acordaos,Recurso Ordinário,Execução trabalhista,Execução trabalhista,,,Embargos de declaração / omissão,
Segunda Turma,2ª Turma,0000929-06.2025.5.19.0001,ROT,Recurso Ordinário Trabalhista,ANNE HELENA FISCHER INOJOSA,TRT19,11/06/2026,12/06/2026,8975532,N,"RECURSO ORDINÁRIO. DIREITO DO TRABALHO. HORAS EXTRAS. VALIDADE DOS CONTROLES DE PONTO ELETRÔNICOS. ÔNUS DA PROVA. DANO MORAL. DISPENSA RETALIATÓRIA. INSUFICIÊNCIA DE PROVAS. REFORMA INTEGRAL DA SENTENÇA. I. Caso em exame Trata-se de Recurso Ordinário interposto pela Reclamada contra a sentença que julgou parcialmente procedentes os pedidos formulados na Reclamação Trabalhista, condenando-a ao pagamento de horas extras, intervalo interjornada e indenização por danos morais. A Recorrente pleiteia a reforma da decisão para afastar a condenação relativa às horas extras e seus consectários, bem como para excluir a indenização por danos morais, sustentando equívoco na valoração da prova. II. Questão em discussão As questões controvertidas submetidas a este Tribunal consistem em verificar: a) A regularidade da jornada de trabalho do Recorrido e a validade dos controles de jornada apresentados, a fim de confirmar ou reformar a condenação ao pagamento de horas extras e supressão do intervalo interjornada. b) A ocorrência de ato ilícito praticado pela Recorrente, apto a configurar dano moral indenizável, especificamente no que tange à alegação de dispensa por justa causa de caráter retaliatório, posteriormente revertida. III.",i_art_818_clt|prgf_19_art_11_ri_trt9|art_791_clt|art_371_cpc|prgf_6_art_11_ri_trt9|trt19|art_467_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000929-06.2025.5.19.0001?abaSelecionada=acordaos,Recurso Ordinário,Justa causa / modalidade de rescisão,Justa causa / modalidade de rescisão|Intervalos (intra/interjornada)|Horas extras / jornada|Dano moral / existencial|Verbas rescisórias,,Horas extras / jornada::Outros|Verbas rescisórias::Multa do art. 467 (verbas incontroversas),,
Segunda Turma,2ª Turma,0001192-29.2025.5.19.0004,ROT,Recurso Ordinário Trabalhista,ANNE HELENA FISCHER INOJOSA,TRT19,11/06/2026,12/06/2026,8730370,N,"DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO. RECURSO ORDINÁRIO. ESTABILIDADE PROVISÓRIA ACIDENTÁRIA. DOENÇA OCUPACIONAL. RECONHECIMENTO JUDICIAL POSTERIOR À DISPENSA. INDENIZAÇÃO SUBSTITUTIVA. DANOS MORAIS. RECOLOCAÇÃO NO EMPREGO. RETALIAÇÃO. HONORÁRIOS ADVOCATÍCIOS. JUSTIÇA GRATUITA. PROVIMENTO PARCIAL. I. Caso em exame Acórdão que analisa recursos ordinários interpostos pela reclamante e pelas reclamadas. A reclamante busca a reforma da sentença que julgou improcedente o pedido de indenização substitutiva da estabilidade acidentária e indenização por dano moral, com exclusão da condenação em honorários advocatícios sucumbenciais. As reclamadas buscam a reforma da decisão quanto ao deferimento da justiça gratuita e aos honorários advocatícios. II. Questão em discussão 4. Verificar a presença dos pressupostos para a concessão da estabilidade provisória decorrente de doença ocupacional, ainda que o reconhecimento judicial do nexo causal ocorra após a dispensa. 5. Analisar a configuração de dano moral decorrente de dispensa retaliatória, em contexto de doença ocupacional e ajuizamento de ações judiciais. 6. Avaliar a concessão dos benefícios da justiça gratuita à reclamante, frente às alegações das reclamadas. 7. Determinar a responsabilidade pelo pagamento de honorários advocatícios. III.",art_9_cp|art_496_clt|art_3_cpc|c_prgf_2_art_496_clt|c_prgf_2_art_791_clt|prgf_19_art_11_ri_trt9|prgf_6_art_11_ri_trt9|art_299_cp|prgf_2_art_791_clt|prgf_2_art_99_cpc|c_prgf_2_art_791_cpc|c_art_896_clt|trt19|c_prgf_2_art_496_cpc,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0001192-29.2025.5.19.0004?abaSelecionada=acordaos,Recurso Ordinário,Doença ocupacional / acidente de trabalho,Doença ocupacional / acidente de trabalho|Estabilidade / garantia de emprego|Dano moral / existencial,,Estabilidade / garantia de emprego::Acidentária,Gratuidade da justiça (pós-reforma)|Honorários sucumbenciais,
Segunda Turma,2ª Turma,0000007-79.2025.5.19.0060,ROT,Recurso Ordinário Trabalhista,ANNE HELENA FISCHER INOJOSA,TRT19,09/06/2026,12/06/2026,9224015,N,"DIREITO DO TRABALHO. RECURSO ORDINÁRIO. TERCEIRIZAÇÃO. RESPONSABILIDADE SUBSIDIÁRIA. DONO DA OBRA. IDONEIDADE ECONÔMICA. JORNADA DE TRABALHO. ADICIONAL DE PERICULOSIDADE. HONORÁRIOS PERICIAIS. RECURSO PARCIALMENTE PROVIDO. I. CASO EM EXAME 1. Recurso Ordinário interposto pela tomadora de serviços e Recurso Ordinário Adesivo interposto pelo trabalhador contra sentença que julgou parcialmente procedentes os pedidos de verbas rescisórias, horas extras, adicional de periculosidade, multas dos arts. 467 e 477 da CLT e danos morais. A tomadora de serviços pleiteia a exclusão da responsabilidade subsidiária, o afastamento da condenação em horas extras e adicional de periculosidade, a limitação da responsabilidade subsidiária ao período de prestação de serviços e a redução dos honorários periciais. O reclamante recorre quanto ao saldo de salário, descanso semanal remunerado e danos morais por condições degradantes. II. QUESTÃO EM DISCUSSÃO 2. Há quatro questões em discussão: (i) definir se a tomadora de serviços responde subsidiariamente pelas obrigações trabalhistas da empreiteira (dono da obra vs. terceirização); (ii) estabelecer se a prova dos autos é suficiente para manter a condenação em horas extras e adicional de periculosidade; (iii) determinar se é cabível a limitação da responsabilidade subsidiária ao período de efetiva prestação de serviços; (iv) verificar se o valor dos honorários periciais é excessivo e se as condições de alojamento configuram dano moral. III.",prgf_5_art_844_clt|art_818_clt|art_371_cpc|prgf_5_art_97_cpc|prgf_19_art_11_ri_trt9|art_477_clt|prgf_5_art_97_ri_trt9|prgf_8_art_477_clt|prgf_6_art_11_ri_trt9|i_art_373_clt|trt19|prgf_3_art_941_cpc|i_art_373_cpc|art_467_clt,https://jurisprudencia.jt.jus.br/jurisprudencia-nacional/pesquisa/numero/0000007-79.2025.5.19.0060?abaSelecionada=acordaos,Recurso Ordinário,Terceirização / responsabilidade subsidiária,Terceirização / responsabilidade subsidiária|Adicionais (insalubridade / periculosidade / noturno)|Horas extras / jornada|Dano moral / existencial|Verbas rescisórias,,Adicionais (insalubridade / periculosidade / noturno)::Periculosidade|Horas extras / jornada::Outros|Verbas rescisórias::Multa do art. 467 (verbas incontroversas),Honorários periciais,
